Wed Feb 29 11:04:29 2012,,,,,
,40,,,,
0,2923105,2,1895437686,19.9195,60.3787
0,2923105,2,1895493577,19.9197,60.3755
0,2923105,2,1895546228,19.9568,60.3735
0,2923105,2,1895601646,20.0286,60.3723
0,2923105,2,1895654237,20.1328,60.3713
0,2923105,2,1895709974,20.2675,60.3705
0,2923105,2,1895762156,20.4298,60.3688
0,2923105,2,1895817350,20.6184,60.3672
0,2923105,2,1895870013,20.8323,60.3658
0,2923105,2,1895925674,21.0701,60.3644
0,2923105,2,1895978599,21.3303,60.3629
0,2923105,2,1896033957,21.6115,60.3614
0,2923105,2,1896086349,21.9126,60.3598
0,2923105,2,1896141692,22.2322,60.3581
0,2923105,2,1896194220,22.5694,60.3563
0,2923105,2,1896249873,22.9229,60.3544
0,2923105,2,1896302532,23.2919,60.3524
0,2923105,2,1896357985,23.6754,60.3503
0,2923105,2,1896413630,24.0725,60.3482
0,2923105,2,1896469181,24.4824,60.3459
0,2923105,2,1896524645,24.9043,60.3436
0,2923105,2,1896580587,25.3375,60.3413
0,2923105,2,1896635615,25.7811,60.3389
0,2923105,2,1896690861,26.2348,60.3364
0,2923105,2,1896746765,26.6884,60.3418
0,2923105,2,1896802406,27.1365,60.3489
0,2923105,2,1896858291,27.5836,60.3527
0,2923105,2,1896913932,28.0407,60.3511
0,2923105,2,1896968766,28.5072,60.3451
0,2923105,2,1897024146,28.9817,60.3364
0,2923105,2,1897079986,29.4641,60.3256
0,2923105,2,1897135212,29.9539,60.3132
0,2923105,2,1897190680,30.4509,60.2996
0,2923105,2,1897246249,30.9545,60.2851
0,2923105,2,1897302077,31.4644,60.2698
0,2923105,2,1897357862,31.9801,60.2539
0,2923105,2,1897412873,32.5014,60.2375
0,2923105,2,1897468515,33.0279,60.2207
0,2923105,2,1897523935,33.5593,60.2036
0,2923105,2,1897579384,34.0953,60.1862
0,2923105,2,1897635087,34.6357,60.1686
0,2923105,2,1897690535,35.1802,60.1508
